--bus section
bus id,v(p.u.),theta(deg),bcs(MVAR at v=1p.u)
106,1.0516881053,31.1976659616,0.0000000000
107,1.0799812068,29.1130811081,0.0000000000
108,1.0530723937,31.3917887912,0.0000000000
109,1.0629510163,-8.1580836049,0.0001625967
110,1.0429607530,-7.6884054697,0.0000000000
111,1.0334331708,-9.1143344826,0.0000000000
112,1.0373312540,-7.6661166588,0.0000000000
113,1.0414232521,-7.2652704849,0.0000000000
114,1.0364121886,-8.3758354885,0.0000000000
115,1.0678276982,27.0210168305,0.0000000000
116,1.0735609415,25.4654468222,22.8576569366
117,1.0530083543,0.6429608375,0.0000000000
118,1.0584861566,-13.4461040287,0.0000000000
119,1.0551456536,-7.5152648394,0.0000000000
120,1.0861713500,-10.2409075709,0.0000000000
121,1.0560787189,-7.4212641571,0.0000000000
122,1.0694362852,-11.7036051338,0.0000000000
123,1.0583560763,-11.9314277630,0.0000000000
124,1.0632987200,-11.1578190949,0.0000000000
125,1.0536528881,-12.2981684680,0.0000000000
126,1.0646573828,21.5204188144,0.0000000000
127,1.0849373369,-4.3420419182,0.0000000000
128,1.0654480320,13.4457966595,0.0000000000
129,1.0636626247,15.3055397819,0.0000000000
130,1.0744552364,28.7680217798,0.0000000000
131,1.0700270322,25.8083846106,0.0000000000
132,1.0999995248,-10.8363927831,88.3665699538
133,1.0776310647,-9.4604186957,0.0000000000
134,1.0673681075,-7.7320077515,0.0000000000
135,1.0446523432,-5.1816721446,-2.0661538990
136,1.0787757397,-6.4359459466,0.0000000000
137,1.0445195124,-5.1996555842,0.0000000000
138,1.0653583136,-13.8261940369,28.8594951486
139,1.0642417233,-7.2825055679,0.0000000000
140,1.0500686640,-8.8370565279,0.0000000000
141,1.0592243511,-7.8592616262,0.0000000000
142,1.0710503235,10.9981065986,0.0000000000
143,1.0562694717,24.2369093284,0.0000000000
144,1.0490211570,-12.3621099552,0.0000000000
145,1.0120768226,-7.3244745678,0.0000000000
146,1.0549583134,-10.0468456745,0.0000000000
147,1.0520776033,-11.3805855442,0.0000000000
148,1.0550780934,-9.5216276586,0.0000000000
149,1.0501140136,-10.1270618838,0.0000000000
150,1.0709939569,-8.5449447511,0.0000000000
151,1.0637640840,-5.5769104209,0.0000000000
152,1.0799999986,-7.6321536171,0.0000000000
153,1.0631736369,-5.6452923496,0.0000000000
154,1.0658316680,-8.6836109938,0.0000000000
155,1.0661758686,-8.9708882481,0.0000000000
156,1.0719979679,-14.8207339001,57.8919303764
157,1.0535344490,-10.1161952267,0.0000000000
158,1.0641156626,-9.8909585751,0.0000000000
159,1.0771715967,6.5190100423,0.0000000000
160,1.0693127152,-9.1168721503,0.0000000000
161,1.0621462986,0.4095437341,0.0000000000
162,1.0523503661,-9.8950963204,0.0000000000
163,1.0727011477,3.1203815233,0.0000000000
164,1.0693364502,11.6574082799,0.0000000000
165,1.0585827956,-8.0208541087,0.0000000000
166,1.0582509750,-8.1125728430,0.0000000000
167,1.0812347319,2.9100736076,0.0000000000
168,1.0829859648,-2.4315279175,21.6333733716
169,1.0545767594,21.4820193310,0.0000000000
170,1.0704962989,28.0596860331,0.0000000000
171,1.0733872906,28.0902461686,0.0000000000
172,1.0516943466,24.9586729483,0.0000000000
173,1.0531756671,24.2692465169,0.0000000000
174,1.0693326796,27.9104217838,0.0000000000
175,1.0764934882,28.2626651500,0.0000000000
176,1.0700151290,24.1882645793,52.6170143212
177,1.0573300269,24.0011354504,0.0000000000
178,1.0556080784,25.1789918582,0.0000000000
179,1.0752115881,27.6404287422,0.0000000000
180,1.0912217695,0.1893994524,0.0000000000
181,1.0897472033,-1.0203237763,19.9201738936
182,1.0759094927,7.2871663987,0.0000000000
183,1.0599358084,4.6161580408,0.0000000000
184,1.0606330157,7.1821821168,0.0000000000
185,1.0708508853,6.9182809483,0.0000000000
186,1.0627104955,7.4587204222,0.0000000000
187,1.0590422311,6.8720400822,0.0000000000
188,1.0597544112,5.8204034349,0.0000000000
189,1.0544047523,4.5296234825,0.0000000000
190,1.0392496995,11.4595900001,0.0000000000
191,1.0721303513,8.5802851332,0.0000000000
192,1.0387132230,11.3982520610,0.0000000000
193,1.0535369880,4.2538409052,0.0000000000
194,1.0385996671,-11.9480933094,0.0000000000
195,1.0676081589,-8.6562378227,0.0000000000
196,1.0414935292,-8.3122929388,0.0000000000
197,1.0585988322,-9.4430283642,0.0000000000
198,1.0527163140,-9.4829704871,0.0000000000
199,1.0770907119,-4.2086826780,26.1195626149
200,1.0710274164,-6.2798384482,22.3734348996
201,1.0357769471,-14.0228019674,0.0000000000
202,1.0363762439,-14.4610490920,0.0000000000
203,1.0369167453,0.0351329392,21.1306673176
204,1.0490847331,1.9147142088,0.0000000000
205,1.0796433665,21.7404994285,34.8334299675
206,1.0744807964,26.7986118121,0.0000000000
207,1.0641160858,-9.0624767045,0.0000000000
208,1.0537599236,-11.3306763217,0.0000000000
209,1.0591393034,-11.5234959232,0.0000000000
210,1.0494676707,21.1081096996,0.0000000000
211,1.0478687391,17.4893072451,0.0000000000
212,1.0486899715,-2.7276807327,0.0000000000
213,1.0278401117,-8.1406673289,0.0000000000
214,1.0441554557,-8.1804029490,55.8536524635
215,1.0575471250,-10.4335721028,0.0000000000
216,1.0374121929,-10.7727299431,0.0000000000
217,1.0529938856,1.2417398327,0.0000000000
218,1.0486268514,0.0640568624,0.0199253127
219,1.0508293791,-0.1442383626,18.0508665306
220,1.0496232835,1.7484992322,0.0000000000
221,1.0607946522,-14.1438212488,0.0000000000
222,1.0510767662,-9.8610653991,0.0000000000
223,1.0704908962,6.1150257710,0.0000000000
224,1.0753624665,7.3614528514,0.0000000000
225,1.0504804688,-9.2580791083,0.0000000000
226,1.0999987284,-4.4499284052,49.8754485921
227,1.0467848415,-4.3448797748,0.0000000000
228,1.0697739724,28.0054900483,0.0000000000
229,1.0697061296,-5.8746382505,0.0000000000
230,1.0396548245,-9.8671905964,0.0000000000
231,1.0697646472,31.5262472175,0.0000000000
232,1.0827235205,29.3238084027,0.0000000000
233,1.0695746314,31.4962817076,0.0000000000
234,1.0759101043,28.1608388988,0.0000000000
235,1.0710401079,-12.4412654692,28.1353646886
236,1.0564879475,-12.4267011530,0.0000000000
237,1.0748740289,5.1705651813,0.0000000000
238,1.0750478038,7.0289700993,0.0000000000
239,1.0536851306,25.9028485324,0.0000000000
240,1.0649692516,22.1076836337,5.3728493611
241,1.0721570318,-7.6894278148,0.0000000000
242,1.0528421012,-6.6486972487,0.0000000000
243,1.0554238820,-9.5613926823,0.0000000000
244,1.0645302653,25.9626955092,0.0000000000
245,1.0999995902,8.8454491144,25.1095376199
246,1.0384417933,-10.2109378667,0.0000000000
247,1.0571483557,-8.1661548727,0.0000000000
248,1.0771103236,10.5504435377,57.3969007345
249,1.0688874063,8.8240776629,0.0000000000
250,1.0668843479,8.3137398480,0.0000000000
251,1.0435085790,-11.8591227418,0.0000000000
252,1.0270624557,-0.2239759465,0.0000000000
253,1.0799999917,-1.9623865146,0.0000000000
254,1.0262602528,-0.2776326036,0.0000000000
255,1.0790670927,-1.9958037162,38.0742670801
256,1.0760776538,-4.0962660864,0.0000000000
257,1.0703733828,-2.7393330237,-16.4485818092
258,1.0715772172,-2.5915996922,-36.1574521808
259,1.0728471068,-2.6690347801,15.3046196748
260,1.0415931313,-7.8279381252,0.0000000000
261,1.0350753182,-9.5550945960,0.0000000000
262,1.0412782729,3.1347904802,0.0000000000
263,1.0353744779,3.0206811274,0.0000000000
264,1.0771881228,6.3222202677,0.0000000000
265,1.0673074467,-11.7561493534,0.0000000000
266,1.0598703204,-8.3742030418,0.0000000000
267,1.0550406748,-12.6165586538,0.0000000000
268,1.0369863750,0.5791346167,0.0000000000
269,1.0696152393,-7.7680465490,0.0000000000
270,1.0580947356,-9.2894298099,0.0000000000
271,1.0649905981,3.6435171348,0.0000000000
272,1.0710506526,-2.7262613722,0.0000000000
273,1.0954044514,34.3231225823,0.0000000000
274,1.0904998436,30.7177566098,0.0000000000
275,1.0666181735,40.7593917576,0.0000000000
276,1.0618981330,39.8498426161,0.0000000000
277,1.0812502739,6.5763994976,0.0000000000
278,1.0807839714,30.3296108040,0.0000000000
279,1.0771209959,28.9106775193,0.0000000000
280,1.0900426892,32.4658822414,0.0000000000
281,1.0904273077,31.6369479531,0.0000000000
282,1.0751179918,8.8962205719,0.0000000000
283,1.0850467482,8.0665711483,0.0000000000
284,1.0735070568,9.5792447590,0.0000000000
285,1.0737723008,9.7516327650,0.0000000000
286,1.0726647366,9.8684561650,0.0000000000
287,1.0735820152,9.9491969389,0.0000000000
288,1.0731607161,9.7606305359,0.0000000000
289,1.0735392131,9.2385588432,0.0000000000
290,1.0747461458,8.8149494025,0.0000000000
291,1.0422758841,-1.9041205224,0.0000000000
292,1.0805601668,-356.2172367419,0.0000000000
293,1.0418470750,-1.9454109763,0.0000000000
294,1.0860113653,31.0837935171,0.0000000000
295,1.0731852906,32.5679613544,0.0000000000
296,1.0861028620,31.5852538876,0.0000000000
297,1.0953376030,33.5474822366,0.0000000000
298,1.0954808184,35.8047950149,0.0000000000
299,1.0953600980,34.3302871965,0.0000000000
300,1.0958124973,34.9418722329,0.0000000000
301,1.0954708307,34.8354741864,0.0000000000
302,1.0957146328,34.3994785554,0.0000000000
303,1.0784378829,-4.0549320049,0.0000000000
304,1.0699431023,-5.4643236453,0.0000000000
305,1.0787249040,-3.9762426205,0.0000000000
306,1.0659502811,-11.1804201475,0.0000000000
307,1.0999988608,6.2614321967,0.0000000000
308,1.0997304160,6.2205331386,0.0000000000
309,1.0813941014,-2.0545516562,0.0000000000
310,1.0670744187,-3.3739165909,0.0000000000
311,1.0341211473,0.0000000000,0.0000000000
312,1.0335860325,-0.1605471869,0.0000000000
313,1.0357863836,1.4704814334,0.0000000000
314,1.0320219402,4.8755740434,0.0000000000
315,1.0533596852,2.1998411033,0.0000000000
316,1.0276671921,7.6514745839,0.0000000000
317,1.0228441319,5.4625940477,0.0000000000
318,1.0253776012,5.3973227798,0.0000000000
319,1.0250635042,5.8167254625,0.0000000000
320,1.0237459160,7.0612357746,0.0000000000
321,1.0244341897,6.0763449391,0.0000000000
322,1.0414823724,5.8531062893,0.0000000000
323,1.0851352344,6.9296571948,0.0000000000
324,1.0387374132,8.3997332031,0.0000000000
325,1.0395620977,8.4757556773,0.0000000000
326,1.0396539014,9.1940121555,0.0000000000
327,1.0394125655,8.9335833835,0.0000000000
328,1.0383441365,8.2937685068,0.0000000000
329,1.0384320731,8.5633373218,0.0000000000
330,1.0609506265,-11.1554012067,0.0000000000
331,1.0610548782,-11.1426499140,0.0000000000
332,1.0719912273,-8.2785123344,0.0000000000
333,1.0663337004,-10.5237653704,0.0000000000
334,1.0999921802,-7.5668782676,0.0000000000
335,1.0952291372,-7.8172148538,0.0000000000
336,1.0770890250,9.5868195927,0.0000000000
337,1.0827182693,9.4674740380,0.0000000000
338,1.0857001766,12.3230740442,0.0000000000
339,1.0884156242,12.0507913174,0.0000000000
340,1.0896557957,13.1730078623,0.0000000000
341,1.0896467760,13.5958657795,0.0000000000
342,1.0866390029,31.2420943249,0.0000000000
343,1.0999988283,32.3703122506,0.0000000000
344,1.0999986955,32.4678473793,0.0000000000
345,1.0999989840,33.2053744145,0.0000000000
346,1.0814359405,8.4103172863,0.0000000000
347,1.0495897095,8.6608779242,0.0000000000
348,1.0791571060,6.7354904462,0.0000000000
349,1.0493147157,8.7095692662,0.0000000000
350,1.0772546393,-6.7469227446,0.0000000000
351,1.0744368402,-8.5112375024,0.0000000000
352,1.0771986991,-6.7519181541,0.0000000000
353,1.0797287859,34.5817469445,0.0000000000
354,1.0875203829,39.5514374752,0.0000000000
355,1.0795181530,34.5201762334,0.0000000000
356,1.0498605577,3.0268387556,0.0000000000
357,1.0750156561,-3.1088778865,0.0000000000
358,1.0514897989,1.9918873736,0.0000000000
359,1.0793206929,8.6791152606,0.0000000000
360,1.0373377161,-0.3572600105,0.0000000000
361,1.0321374281,-3.2382524042,0.0000000000
362,1.0365766212,-0.0528331692,0.0000000000
363,1.0365325980,0.2342116018,0.0000000000
364,1.0377968685,2.3913209993,0.0000000000
365,1.0389601906,2.3582769950,0.0000000000
366,1.0781374664,9.8143426317,0.0000000000
367,1.0815097828,10.1137958684,0.0000000000
368,1.0834032362,11.4713560351,0.0000000000
369,1.0220632611,13.3475136576,0.0000000000
370,1.0872702516,7.0915462650,0.0000000000
371,1.0999992009,8.3174882162,0.0000000000
372,1.0999991646,9.4822455589,0.0000000000
373,1.0862182309,6.9901395598,0.0000000000
374,1.0566696729,0.7712046898,32.9929092486
375,1.0581192765,2.3899971876,0.0000000000
376,1.0562279703,0.7677099532,0.0000000000
377,1.0795470858,9.6599834358,0.0000000000
378,1.0368157930,10.6136290365,0.0000000000
379,1.0390638681,11.5106071560,0.0000000000
380,1.0361408015,10.3733376588,0.0000000000
381,1.0378818527,11.8067132518,0.0000000000
382,1.0527995497,1.1245441806,0.0000000000
383,1.0525981264,1.0939303766,7.8062381624
384,1.0536300656,1.2980291532,0.0000000000
385,1.0536047281,1.2968311545,-3.8317175942
386,1.0735694442,-2.3285106402,0.0000000000
387,1.0799999921,-4.1992986015,0.0000000000
388,1.0733826205,-2.2946208658,0.0000000000
389,1.0711228392,35.0765239645,0.0000000000
390,1.0788184838,34.5919603648,0.0000000000
391,0.9955963059,36.7447642687,0.0000000000
392,0.9913850701,37.7929048640,0.0000000000
393,0.9858727897,38.0871478783,0.0000000000
394,0.9849475837,37.4531338043,0.0000000000
395,1.0587457557,4.8330799547,0.0000000000
396,1.0942013901,3.8874388684,0.0000000000
397,1.0585786396,4.8889520046,0.0000000000
398,1.0496806995,-6.2339054308,0.0000000000
399,1.0830123556,22.9903365795,0.0000000000
400,1.0789925061,34.9359511767,0.0000000000
401,1.0732946061,37.8720380891,0.0000000000
402,1.0695102607,39.2251545910,0.0000000000
403,1.0789599659,34.8703082440,0.0000000000
404,1.0857205048,6.0159812380,0.0000000000
405,1.0857017961,25.1182166063,0.0000000000
406,1.0846902816,23.4311149522,0.0000000000
407,1.0999952577,26.7191711307,0.0000000000
408,1.0999920830,27.3183151148,0.0000000000
409,1.0999907825,27.9064315950,0.0000000000
410,1.0999914317,27.8076082894,0.0000000000
411,1.0999900078,28.4445581023,0.0000000000
412,1.0999913476,27.5096113358,0.0000000000
413,1.0798380021,-1.8386900587,0.0000000000
414,1.0630013498,34.9226795536,0.0000000000
415,1.0787268894,32.1475893864,0.0000000000
416,1.0161182804,35.6973499949,0.0000000000
417,1.0605244828,35.7341328487,0.0000000000
418,1.0614684521,36.6179086906,0.0000000000
419,1.0161326775,35.6988660561,0.0000000000
420,1.0170023094,35.9942643629,0.0000000000
421,1.0555687290,1.6421098920,0.0000000000
422,1.0497495365,-2.2657220753,0.0000000000
423,1.0493040420,-5.8828739438,0.0000000000
424,1.0544770060,-0.5987831192,0.0000000000
425,1.0541360004,-0.9267393216,0.0000000000
426,1.0402123886,-0.6197639869,0.0000000000
427,1.0561075679,-0.9647302449,0.0000000000
428,1.0525244763,-1.0585873840,0.0000000000
429,1.0799997789,-3.3556776204,0.0000000000
430,1.0736054881,-5.4121212584,0.0000000000
431,1.0406659374,-2.3345455863,0.0000000000
432,1.0386336271,-1.6458184247,0.0000000000
433,1.0478504895,-2.5035712435,0.0000000000
434,1.0443114947,-2.1135875221,0.0000000000
435,1.0773962552,-3.8690489925,0.0000000000
436,1.0700438462,-6.0190492152,0.0000000000
437,1.0017178462,-1.8644533169,0.0000000000
438,1.0007130125,-2.9644105482,0.0000000000
439,0.9945889204,-2.1487995936,0.0000000000
440,0.9948340883,-3.2603154352,0.0000000000
441,1.0408392996,-9.6185197518,0.0000000000
442,1.0673356360,26.6106237920,0.0000000000
443,1.0998185221,33.1989492715,0.0000000000
444,1.0991308437,32.8134640251,0.0000000000
445,1.0672774445,26.6038919390,0.0000000000
446,1.0411756782,0.0296925585,0.0000000000
447,1.0549568274,-2.0146108447,0.0000000000
448,1.0473052792,2.2117667029,0.0000000000
449,1.0470628510,2.3601352704,0.0000000000
450,0.9741020289,2.2560677441,0.0000000000
451,0.9791434774,1.5201474228,0.0000000000
452,0.9796746431,1.0899893125,0.0000000000
453,1.0563992712,-12.4379068163,0.0000000000
454,1.0769823063,-6.4453943361,0.0000000000
455,1.0799997600,-8.2659366130,0.0000000000
456,1.0139466751,-1.7338105654,0.0000000000
457,1.0261791031,-5.8187026094,0.0000000000
458,1.0139607503,-4.1854199077,0.0000000000
459,1.0222282375,-4.6842971191,0.0000000000
460,1.0799998153,0.0539050934,0.0000000000
461,1.0737101673,-1.3198060350,0.0000000000
462,1.0531656786,1.7781491689,0.0000000000
463,1.0525815100,1.7034516390,0.0000000000
464,1.0499315996,0.9612774329,0.0000000000
465,1.0518109012,3.2132003038,0.0000000000
466,1.0485614729,4.5788111974,0.0000000000
467,1.0517987716,3.2028958127,0.0000000000
468,1.0409183872,-6.9339307934,0.0000000000
469,1.0684215920,-9.7093530793,0.0000000000
470,1.0283198747,-5.0812697339,0.0000000000
471,1.0305153930,-6.1579460656,0.0000000000
472,1.0799667390,9.1451939205,0.0000000000
473,1.0799139711,9.1188807290,0.0000000000
474,1.0828546651,-10.7420083082,0.0000000000
475,1.0974418916,-9.9925704446,0.0000000000
476,1.0973207824,-8.7128644002,0.0000000000
477,1.0825966785,-10.7550110294,0.0000000000
478,1.0684118113,-3.6188977100,0.0000000000
479,1.0557586878,1.9180503888,0.0000000000
480,1.0853535388,-2.1663990815,0.0000000000
481,1.0776216181,3.7400350600,0.0000000000
482,1.0762387880,3.1165227041,0.0000000000
483,1.0758517336,3.9423690521,0.0000000000
484,1.0768402448,3.5306539682,0.0000000000
485,1.0802455304,2.4905273731,0.0000000000
486,1.0549785245,1.8587464801,0.0000000000
487,1.0466823392,-8.0438432348,0.0000000000
488,1.0543473669,1.8697337868,0.0000000000
489,1.0631240919,24.9591751528,0.0000000000
490,1.0629367157,25.3843942558,0.0000000000
491,1.0629096942,25.3827363354,0.0000000000
492,1.0826019106,29.1347646424,0.0000000000
493,1.0999828386,33.0399291624,0.0000000000
494,1.0999899609,31.4861053085,0.0000000000
495,1.0812792958,28.9794877771,0.0000000000
496,1.0409603126,-1.8623868407,0.0000000000
497,1.0781748731,-6.3785617408,0.0000000000
498,1.0411785394,-1.7608761703,0.0000000000
499,1.0840525784,23.1682344310,0.0000000000
500,1.0840280994,23.1674610030,0.0000000000
--generator section
i,unit id,pg(MW),qg(MVar)
272,'1',46.8999429379,18.0019108687
275,'1',888.1999779694,213.9479393088
276,'1',888.1999776175,190.9344182717
277,'1',8.3820507942,9.5944579240
277,'2',2.7160507940,9.5944579240
277,'3',9.6610507943,9.5944579240
277,'4',8.6510507943,9.5944579240
280,'1',142.7273643849,80.7579368465
281,'1',122.6651006316,80.7627387186
284,'1',52.7370029743,20.4213030439
285,'1',55.4150029742,18.0883768254
286,'1',69.2430029739,15.3755592469
287,'1',64.5980029740,16.4913977831
288,'1',52.4240029741,14.8452703013
289,'1',27.4790029745,21.4154838133
292,'1',0.4999896033,0.1919007514
292,'2',0.4999896029,0.1919007514
294,'1',17.9999435764,9.1602989082
297,'1',82.7678651776,6.7155461758
298,'1',178.4650677690,6.8345182644
299,'1',178.4664978875,8.9604928695
300,'1',86.6058405615,3.4892176622
301,'1',146.6231151552,6.4006053308
302,'1',86.7816614598,4.9377693647
303,'1',16.7120386375,25.9189049839
303,'2',13.7580386375,25.9189049839
306,'1',1.7450198699,3.2550348167
306,'2',0.7820198698,3.2550348167
307,'1',33.0676307439,4.4545372018
307,'2',33.0648069669,4.4545372018
307,'3',33.0704462255,4.4545372018
311,'1',676.3899864965,80.4532229055
312,'1',738.4631024353,80.5446832299
313,'1',734.7859234354,81.2340784229
316,'1',142.3670448566,-12.5140693722
317,'1',38.6761927971,-34.4794248154
318,'1',36.9520913064,-27.3287907915
319,'1',85.7300756445,-36.1921500675
320,'1',130.5811122836,-27.3369177665
321,'1',84.6801670818,-30.7384785190
324,'1',119.9999717311,-6.3476633017
325,'1',119.9999747064,-4.2989847495
326,'1',119.9999744689,-2.0078968863
327,'1',119.9999695871,-3.1366220354
328,'1',119.9999772168,-7.7183707774
329,'1',119.9999710010,-6.3285413980
330,'1',0.2590203837,0.4649720427
330,'2',0.1430203831,0.4649720427
330,'3',0.3480203843,0.4649720427
330,'4',0.4090203848,0.4649720427
334,'1',15.8460188346,31.9698572182
335,'1',12.5490251773,32.1465024265
338,'1',186.2546089540,31.6960836708
339,'1',179.4670943084,45.2095517545
340,'1',234.8498893604,47.8299796444
341,'1',206.6528376567,38.5396627196
343,'1',41.6620028278,23.9057055401
344,'1',38.5610028284,20.9754822803
345,'1',80.1460028266,26.5090104498
346,'1',48.4999667171,-3.8727525644
346,'2',48.4999640514,-3.8727525644
347,'1',36.5620479319,28.7977283765
347,'2',33.3450479318,28.7977283765
347,'3',29.9180479318,28.7977283765
350,'1',6.6760186017,11.0572068395
351,'1',14.1850191603,11.0577770368
351,'2',11.1920191603,11.0577770368
351,'3',10.0340191603,11.0577770368
354,'1',109.9998012171,9.4024953090
356,'1',13.6790333571,-1.4807244207
356,'2',5.6250333570,-1.4807244207
356,'3',12.3880333571,-1.4807244207
357,'1',6.1740798529,9.1211406186
358,'1',20.2750346522,4.3887066617
358,'2',25.1470346522,4.3887066617
358,'3',19.3960346522,4.3887066617
358,'4',15.9460346521,4.3887066617
359,'1',27.5999662582,-3.0581490205
359,'2',27.5999649071,-3.0581490205
362,'1',78.7070145119,-12.3968711442
363,'1',78.1910078115,-6.9169213400
364,'1',259.9660027788,5.0721972762
365,'1',286.1130035387,9.0528361628
367,'1',2.2290643152,1.2361281046
368,'1',9.0510638558,1.1869244120
368,'2',6.3200638553,1.1869244120
369,'1',9.5650631275,1.1296564574
371,'1',73.7320345564,37.8690698732
372,'1',133.8980212722,35.1286800223
375,'1',12.0791003364,0.3970859286
378,'1',65.6280029801,-15.9918367781
379,'1',66.6610029777,-4.8734275817
380,'1',31.0370029806,-11.4615491438
381,'1',113.6180028421,-9.4912269969
382,'1',3.5540200497,0.9061142580
382,'2',2.9250200496,0.9061142580
382,'3',0.8780200494,0.9061142580
382,'4',2.1930200495,0.9061142580
384,'1',5.1790200486,2.6927392569
384,'2',7.3350200487,2.6927392569
384,'3',3.1460200485,2.6927392569
384,'4',2.3780200485,2.6927392569
386,'1',27.4750090855,10.5942489389
386,'2',30.1390090855,10.5942489389
386,'3',11.0320090855,10.5942489389
386,'4',25.2080090855,10.5942489389
386,'5',12.5950090855,10.5942489389
386,'6',7.4680090855,10.5942489389
391,'1',141.4995590174,-3.8212612540
392,'1',141.4978973224,2.9255657067
393,'1',141.4993229244,3.7616859237
394,'1',103.2952123262,0.5229500915
